tahun-jenis_seni_budaya-jumlah
2019.0-Seni Musik-7.0
2019.0-Seni Tari-9.0
2019.0-Seni Teater-5.0
2019.0-Seni Rupa/kriya-4.0
2019.0-Seni Sastra-3.0
2019.0-Adat Istiadat-12.0
