tahun-jenis_seni_budaya-jumlah
2019-Seni Musik-7
2019-Seni Tari-9
2019-Seni Teater-5
2019-Seni Rupa/kriya-4
2019-Seni Sastra-3
2019-Adat Istiadat-12
